state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude
SA,Roseworthy,Roseworthy Soldiers Memorial Hall,Elizabeth St,ROSEWORTHY,5371.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.5335,138.748
SA,Sandy Creek,Sandy Creek Primary School,Davies Rd,SANDY CREEK,5350.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.6141,138.829
SA,Stansbury,Stansbury Institute,Weaver St,STANSBURY,5582.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.9091,137.797
SA,Stockwell,Stockwell Hall,Duckponds Rd,STOCKWELL,5355.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4339,139.05200000000002
SA,Tanunda,Tanunda Soldiers Memorial Hall,Basedow Rd,TANUNDA,5352.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-34.5267,138.969
SA,Truro,Truro Town Hall,Moorundie St,TRURO,5356.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4087,139.127
SA,Two Wells,Two Wells Institute,Main St,TWO WELLS,5501.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.5917,138.516
SA,Waikerie,Lutheran Social Centre,Cates Ave,WAIKERIE,5330.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.184,139.982
SA,Wallaroo,Wallaroo Town Hall,Irwin St,WALLAROO,5556.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.931999999999995,137.629
SA,Wallaroo Mines,Wallaroo Mines Primary School,Lipson Rd,KADINA,5554.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.9659,137.69899999999998
SA,Warooka,Warooka Institute,Main St,WAROOKA,5577.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-34.9907,137.40200000000002
SA,Wasleys,Wasleys Hall,Annie Tce,WASLEYS,5400.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.4721,138.68
SA,Willaston - Hewett,Hewett Community Church of Christ,Kingfisher Drive,HEWETT,5118.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.5757,138.75
SA,Williamstown,Williamstown Senior Citizens Club,Memorial Dr,WILLIAMSTOWN,5351.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.6699,138.891
SA,Yorketown,Yorketown Town Hall,Edithburgh Rd,YORKETOWN,5576.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-35.0285,137.625
TAS,Alanvale,St Barnabas Hall,Alanvale Rd,NEWNHAM,7248.0,A,google geocode,GEOMETRIC_CENTER,-41.3880871,147.1174572
TAS,Blessington Upper,North Esk Memorial Hall,Blessington Rd,UPPER BLESSINGTON,7212.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4823,147.505
TAS,Branxholm,Branxholm Primary School,Albert St,BRANXHOLM,7261.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1681,147.745
TAS,Bridport,Bridport CWA Hall,Main St,BRIDPORT,7262.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.0026,147.395
TAS,Cosgrove Park,Cosgrove Park,Off Waveney St,SOUTH LAUNCESTON,7249.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4399,147.14
TAS,Derby,Derby Council Chambers,Main St,DERBY,7264.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1452,147.8
TAS,Dilston,Dilston War Memorial Hall,East Tamar Hwy,DILSTON,7252.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.3368,147.082
TAS,Elphin,Newstead College,30 Cypress St,NEWSTEAD,7250.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4331,147.161
TAS,Emita,Furneaux Hall,Palana Rd,EMITA,7255.0,N,google geocode,GEOMETRIC_CENTER,-40.0083494,147.9171973
TAS,Franklin Village,Franklin Village Hall,Hobart Rd,FRANKLIN VILLAGE,7249.0,N,google geocode,GEOMETRIC_CENTER,-41.4841121,147.1675842
TAS,General Hospital,Launceston General Hospital,Charles St,LAUNCESTON,7250.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4464,147.143
TAS,George Town,George Town Memorial Hall,Macquarie St,GEORGE TOWN,7253.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-41.1076,146.82399999999998
TAS,George Town South,George Town South Primary School,Victoria St,GEORGE TOWN,7253.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1124,146.833
TAS,Gladstone,Gladstone Primary School,Chaffey St,GLADSTONE,7264.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-40.9601,148.00799999999998
TAS,Hillwood,Hillwood Memorial Hall,Jetty Rd,HILLWOOD,7252.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-41.2363,146.975
TAS,Inveresk,Playgroup Association Hall,35 Holbrook St,INVERESK,7248.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4287,147.135
TAS,Invermay,St Finn Barrs School,247 Invermay Rd,INVERMAY,7248.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4157,147.132
TAS,Karoola,Football Club Rooms,Pipers River Rd,KAROOLA,7267.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.2539,147.148
TAS,Kings Meadows,Y.M.C.A. Centre,Off Blaydon St,KINGS MEADOWS,7249.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4677,147.16
TAS,Lady Barron,Lady Barron Memorial Hall,Main Rd,LADY BARRON,7255.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-40.2094,148.246
TAS,Launceston,Pilgrim Hall,36 Paterson St,LAUNCESTON,7250.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4366,147.137
TAS,Launceston Central,St Johns Parish Centre,157 St John St,LAUNCESTON,7250.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4399,147.141
TAS,Launceston East,East Launceston Primary School,Abbott St,EAST LAUNCESTON,7250.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4442,147.15
TAS,Launceston South,St Marks Church Hall,6 Hobart Rd,SOUTH LAUNCESTON,7249.0,A,google geocode,ROOFTOP,-41.4590373,147.1537083
TAS,Launceston West,West Launceston Primary School,Basin Rd,WEST LAUNCESTON,7250.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4492,147.129
TAS,Lebrina,Lebrina Memorial Hall,Golconda Rd,LEBRINA,7254.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1773,147.22799999999998
TAS,Legana,Legana Memorial Hall,Fulton St,LEGANA,7277.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.3632,147.047
TAS,Lilydale,Lilydale Memorial Hall,Main Rd,LILYDALE,7268.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2523,147.216
TAS,Mowbray,Mowbray Primary School,Cadorna St,MOWBRAY,7248.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4025,147.13299999999998
TAS,Myrtle Park,Myrtle Park Hall,Tasman Hwy,TARGA,7259.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.3107,147.36700000000002
TAS,Nabowla,Nabowla Memorial Hall,Lisle Rd,NABOWLA,7261.0,A,google geocode,GEOMETRIC_CENTER,-41.1950377,147.3446283
TAS,Newstead,St Thomas Mores Hall,125 Abbott St,NEWSTEAD,7250.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4472,147.157
TAS,Norwood,Norwood Primary School,Norwood Ave,NORWOOD,7250.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4621,147.174
TAS,Nunamara,Nunamara Public Hall,Tasman Hwy,NUNAMARA,7259.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.394,147.296
TAS,Ockerby Gardens,Jaycees Community Centre,34 Mulgrave St,SOUTH LAUNCESTON,7249.0,N,google geocode,ROOFTOP,-41.4491569,147.1461426
TAS,Pipers River,Coronation Hall,School Rd,PIPERS RIVER,7252.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1006,147.091
TAS,Prospect,St Patricks College,282 Westbury Rd,PROSPECT,7250.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.472,147.126
TAS,Prospect Vale,Residential Retirement Village,Casino Rise,PROSPECT VALE,7250.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4782,147.11
TAS,Ravenswood,Community Centre,Prossers Forest Rd,RAVENSWOOD,7250.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4162,147.17600000000002
TAS,Ringarooma,Ringarooma Hall,Charles St,RINGAROOMA,7263.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-41.2424,147.736
TAS,Riverside,Riverside Primary School,Cleghorn Ave,RIVERSIDE,7250.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4116,147.101
TAS,Riverside West,St Francis Church Hall,Pomona Rd,RIVERSIDE,7250.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4301,147.106
TAS,Rocherlea,Rocherlea Primary School,Lilydale Rd,ROCHERLEA,7248.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.3766,147.128
TAS,St Leonards,St Leonards Primary School,St Leonards Rd,ST LEONARDS,7250.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4597,147.2
TAS,Scottsdale,Scottsdale Masonic Hall,King St,SCOTTSDALE,7260.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1625,147.515
TAS,Summerhill,Summerdale Community Hall,Stanley St,SUMMERHILL,7250.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4683,147.13
TAS,Trevallyn,Trevallyn Primary School,Gorge Rd,TREVALLYN,7250.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4381,147.115
TAS,Waverley,Waverley Community Centre,Naroo St,WAVERLEY,7250.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4321,147.19
TAS,Weymouth,Weymouth Hall,Major St,WEYMOUTH,7252.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0153,147.154
TAS,Whitemark,Whitemark Council Chambers,Davies St,WHITEMARK,7255.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-40.1214,148.019
TAS,Windmill Hill,War Memorial Community Centre,Off High St,LAUNCESTON,7250.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.4364,147.14700000000002
TAS,Winnaleah,Winnaleah Memorial Hall,Main St,WINNALEAH,7265.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0979,147.82399999999998
TAS,Young Town,Young Town Primary School,Napier St,YOUNG TOWN,7249.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4823,147.164
TAS,Abbotsham,Abbotsham Public Hall,Castra Rd,ABBOTSHAM,7315.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.2135,146.174
TAS,Acton,Acton Primary School,Thorne St,BURNIE,7320.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0726,145.891
TAS,Addison Street,Addison Street Scout Hall,Addison St,DEVONPORT,7310.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1737,146.344
TAS,Ambleside,Mersey Rowing Club,River Rd,DEVONPORT,7310.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1972,146.36700000000002
TAS,Blythe Heads,Blythe Heads Public Hall,Sice Ave,BLYTHE HEADS,7321.0,F,google geocode,RANGE_INTERPOLATED,40.037712,-83.1349554
TAS,Boat Harbour,Boat Harbour Primary School,Bass Hwy,BOAT HARBOUR,7321.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9452,145.636
TAS,Brooklyn,Brooklyn Primary School,Latrobe St,BURNIE,7320.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.074,145.906
TAS,Burnie,Burnie City Council Chambers,Wilson St,BURNIE,7320.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0532,145.906
TAS,Burnie South,Burnie South MTT Depot,Strahan St,BURNIE,7320.0,F,google geocode,GEOMETRIC_CENTER,-41.0609852,145.9101664
TAS,Calder,Calder Public Hall,Calder Rd,CALDER,7325.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.0685,145.631
TAS,Cooee,Cooee Primary School,Fidler St,BURNIE,7320.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0416,145.866
TAS,Cuprona,Cuprona RAOB Hall,Cuprona Rd,CUPRONA,7316.0,N,google geocode,GEOMETRIC_CENTER,-41.1233039,145.976288
TAS,Currie,Currie Council Chambers,George St,CURRIE,7256.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-39.9298,143.855
TAS,Devonport Central,St Johns Parish Hall,Fenton St,DEVONPORT,7310.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1789,146.358
TAS,Devonport East,East Devonport Primary School,19 Thomas St,DEVONPORT,7310.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1779,146.372
TAS,Devonport North,Devonport North Child Care Centre,62 North St,DEVONPORT,7310.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1667,146.35399999999998
TAS,Devonport South,Reece High School,Middle Rd,DEVONPORT,7310.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1893,146.349
TAS,Don,Don Memorial Hall,17 Forth Rd,DON,7310.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1827,146.31799999999998
TAS,Edith Creek,Edith Creek Primary School,Trowutta Rd,EDITH CREEK,7330.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9705,145.092
TAS,Elliott,Elliott Community Centre,Murchison Hwy,ELLIOTT,7325.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0922,145.782
TAS,Forest,Forest Primary School,Mengha Rd,FOREST,7330.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.8486,145.248
TAS,Forth,Forth Town Hall,Forth Main Rd,FORTH,7310.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1891,146.249
TAS,Gawler,Gawler Public Hall,Top Gawler Rd,GAWLER,7315.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1852,146.16
TAS,Grassy,Grassy Club,Grassy Rd,GRASSY,7256.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.0484,144.058
TAS,Gunns Plains,Gunns Plains Public Hall,Gunns Plains Rd,GUNNS PLAINS,7315.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.2774,146.039
TAS,Havenview,Havenview Primary School,Marriott St,BURNIE,7320.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0836,145.911
TAS,Highclere,Highclere Store,Mount Rd,HIGHCLERE,7321.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1904,145.806
TAS,Irishtown,Irishtown Lodge Arthur Temple,Irishtown Rd,IRISHTOWN,7330.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9133,145.145
TAS,Lileah,Lileah Community Centre,South Rd,LILEAH,7330.0,N,google geocode,GEOMETRIC_CENTER,-40.9545835,145.1636924
TAS,Malonga Park,Hellyer College,Mooreville Rd,BURNIE,7320.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0562,145.882
TAS,Marrawah,Marrawah Memorial Hall,Comeback Rd,MARRAWAH,7330.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9229,144.697
TAS,Mawbanna,Mawbanna Memorial Hall,Mawbanna Rd,MAWBANNA,7321.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-40.9538,145.37
TAS,Melrose,Melrose Memorial Hall,Melrose Rd,MELROSE,7310.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2417,146.289
TAS,Montagu,Montagu Public Hall,Montagu Rd,MONTAGU,7330.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.7761,144.954
TAS,Montello,Montello Primary School,Bird St,BURNIE,7320.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0605,145.898
TAS,Moorleah,Moorleah Community Centre,Preolenna Rd,MOORLEAH,7321.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.981,145.616
TAS,Natone,Natone Primary School,Upper Natone Rd,NATONE,7321.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1701,145.922
TAS,Nietta,Nietta Public Hall,South Nietta Rd,NIETTA,7315.0,A,google geocode,GEOMETRIC_CENTER,-41.3850802,146.0800535
TAS,Nixon Street,Nixon St Primary School,Nixon St,DEVONPORT,7310.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1728,146.33700000000002
TAS,North Motton,North Motton Community Hall,Preston Main Rd,NORTH MOTTON,7315.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2078,146.109
TAS,Penguin,W/NW Regional Tourism,19 Ironclifee Rd,PENGUIN,7316.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1119,146.071
TAS,Preston,Preston Community Centre,Preston Rd,PRESTON,7315.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2972,146.062
TAS,Redpa,Redpa Primary School,Comeback Rd,REDPA,7330.0,N,google geocode,GEOMETRIC_CENTER,-40.9201996,144.7503989
TAS,Reekara,Reekara Community Hall,North Rd,REEKARA,7256.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-39.7532,143.916
TAS,Riana,Riana Community Centre,Pine Rd,RIANA,7316.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2015,145.999
TAS,Ridgley,Ridgley Primary School,104 Mount Rd,RIDGLEY,7321.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1398,145.83700000000002
TAS,Rocky Cape,Rocky Cape Public Hall,Bass Hwy,ROCKY CAPE,7321.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-40.905,145.487
TAS,Savage River,Savage River Training Centre,Corinna Rd,SAVAGE RIVER,7321.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.5119,145.219
TAS,Sisters Beach,Sisters Beach Fire Station,Honeysuckle Ave,SISTERS BEACH,7321.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9181,145.565
TAS,Sisters Creek,Sisters Creek Community Hall,Bass Hwy,SISTERS CREEK,7321.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-40.9605,145.586
TAS,Smithton,Smithton Uniting Church Hall,45 Goldie St,SMITHTON,7330.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.8427,145.127
TAS,Somerset,Somerset Primary School,Wragg St,SOMERSET,7322.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0421,145.834
TAS,South Riana,South Riana Public Hall,Pine Rd,SOUTH RIANA,7316.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.2345,145.977
TAS,Sprent,Sprent Primary School,Castra Rd,SPRENT,7315.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2627,146.16
TAS,Spreyton,Spreyton Primary School,Mersey Main Rd,SPREYTON,7310.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.2133,146.346
TAS,Stanley,Stanley Primary School,Wilson St,STANLEY,7331.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.7603,145.291
TAS,Stowport,Stowport Public Hall,Natone Rd,STOWPORT,7321.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1124,145.929
TAS,Sulphur Creek,Sulphur Creek Uniting Church,Bass Hwy,SULPHUR CREEK,7321.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.0935,146.026
TAS,Togari,Togari Community Centre,Bass Hwy,TOGARI,7330.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9601,144.879
TAS,Trowutta,Trowutta Recreation Ground Pavilion,Trowutta Rd,TROWUTTA,7330.0,F,google geocode,GEOMETRIC_CENTER,-41.0254258,145.0760846
TAS,Turners Beach,Turners Beach Community and Recreation Centre,Henry St,TURNERS BEACH,7315.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1589,146.244
TAS,Ulverstone,Ulverstone Senior Citizens Club,16 King Edward St,ULVERSTONE,7315.0,F,2016 Polling Places,"Match 04 - state, premises, postcode",-41.1551,146.172
TAS,Ulverstone East,East Ulverstone Primary School,Crawford St,ULVERSTONE,7315.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1546,146.192
TAS,Ulverstone South,Ulverstone High School,Leven St,ULVERSTONE,7315.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1633,146.171
TAS,Ulverstone West,West Ulverstone Primary School,Josephine St,ULVERSTONE,7315.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1482,146.16
TAS,Upper Burnie,Upper Burnie Primary School,4 Johnson St,BURNIE,7320.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0709,145.899
TAS,Valley Road,Devonport Institute of TAFE,Valley Rd,DEVONPORT,7310.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-41.1864,146.344
TAS,Waratah,Waratah Primary School,Ritchie St,WARATAH,7321.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.4429,145.525
TAS,West Wynyard,Wynyard High School,Jenner St,WYNYARD,7325.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9867,145.717
TAS,Wivenhoe,Wivenhoe Campus Leighland Christian School,Stowport Rd,BURNIE,7320.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-41.0682,145.936
TAS,Wynyard,Wynyard Senior Citizens Club Rooms,Jackson St,WYNYARD,7325.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9909,145.72899999999998
TAS,Wynyard East,Bowick St Campus Table Cape Primary School,Bowick St,WYNYARD,7325.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-40.9947,145.745
TAS,Yolla,Yolla District High School,School La,YOLLA,7325.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-41.1237,145.719
TAS,Abbotsfield,Abbotsfield Primary School,Abbotsfield Rd,CLAREMONT,7011.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-42.7899,147.243
TAS,Albuera,Albuera Street Primary School,Albuera St,HOBART,7000.0,N,google geocode,GEOMETRIC_CENTER,-42.8910671,147.3270016
TAS,Austins Ferry,St Virgil's College,195 Main Road,AUSTINS FERRY,7011.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-42.7749,147.251
TAS,Battery Point,St Georges Church Hall,28 Cromwell st,BATTERY POINT,7004.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8916,147.333
TAS,Bowen Road,Bowen Road Primary School,35 Bowen Road,MOONAH,7009.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8474,147.308
TAS,Brent Street,Brent Street Primary School,79a Brent Street,GLENORCHY,7010.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8357,147.259
TAS,Cascades,Hobart Family Church Hall,34 Degraves Street,SOUTH HOBART,7004.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.895,147.3
TAS,Chigwell,Chigwell Primary School,21 Danina St,CHIGWELL,7011.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8047,147.245
TAS,Claremont,Country Music Club of South. Tas,14 Main Rd,CLAREMONT,7011.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.7931,147.255
TAS,Collinsvale,Collinsvale Primary School,Main Rd,COLLINSVALE,7012.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8367,147.19799999999998
TAS,Cornelian Bay,St Bedes Hall,Cressy St,NEW TOWN,7008.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8563,147.314
TAS,Cosgrove,Cosgrove High School,Main Rd,GLENORCHY,7010.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8358,147.283
TAS,Creek Road,Lenah Valley Masonic Centre,Colebrook St,LENAH VALLEY,7008.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8612,147.29
TAS,Cross Street,Uniting Church Sunday School,Cross St,NEW TOWN,7008.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8615,147.304
TAS,Dynnyrne,Princes St Primary School,Cnr Princes & Randall Sts,SANDY BAY,7005.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8984,147.319
TAS,Elizabeth Street,Elizabeth College,256 Elizabeth St,HOBART,7000.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8776,147.31799999999998
TAS,Elwick,Glenorchy YMCA Youth Centre,8A Constance Ave,GLENORCHY,7010.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8322,147.279
TAS,Fern Tree,Fern Tree Community Centre,Stephenson Pl,FERN TREE,7054.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-42.9223,147.262
TAS,Glenorchy,Glenorchy Primary School,Cnr Main Rd & Kensington St,GLENORCHY,7010.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8297,147.268
TAS,Glenorchy East,Glenorchy Council Chambers,374 Main Rd,GLENORCHY,7010.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8339,147.27700000000002
TAS,Goodwood,Goodwood Primary School,Elmsleigh Rd,GLENORCHY,7010.0,N,google geocode,GEOMETRIC_CENTER,-42.8330178,147.2948795
TAS,Hill Street,Church Hall,93a Hill St,WEST HOBART,7000.0,N,google geocode,ROOFTOP,-42.8799879,147.3119994
TAS,Hobart,Town Hall Conference Room,Elizabeth St,HOBART,7000.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8824,147.33100000000002
TAS,Hobart Central,Scots Child Care Centre,6 Melville St,HOBART,7000.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8806,147.32399999999998
TAS,Hobart North,St Margaret's Hall,Federal St,NORTH HOBART,7000.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8706,147.317
TAS,Hobart South,St Francis Xavier's Church Hall,34 Angelsea Street,SOUTH HOBART,7004.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8949,147.312
TAS,Hobart West,Goulburn St Primary School,Forest Rd,WEST HOBART,7000.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8878,147.317
TAS,Lansdowne Crescent,Lansdowne Crescent Primary School,Gourlay St,WEST HOBART,7000.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8819,147.309
TAS,Lenah Valley,St Andrews Hall,Lenah Valley Rd,LENAH VALLEY,7008.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8624,147.284
TAS,Lower Sandy Bay,St Stephens Church Hall,Sandy Bay Rd,SANDY BAY,7005.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.9087,147.346
TAS,Lutana,St Annes Anglican Church Hall,27 Ashbolt Crescent,LUTANA,7009.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8429,147.313
TAS,Montrose,Girl Guides Hall,Booth Ave,GLENORCHY,7010.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-42.8265,147.276
TAS,Moonah,St Therese's School,24 Hopkins Street,MOONAH,7009.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.8465,147.291
TAS,Moonah North,Baptist Church Hall,185 Main Rd,MOONAH,7009.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-42.838,147.296
